Fwd_Rate	Rev_Rate	Net_Rate	PEI	Reaction_String
3.65E-09	1.10E-09	2.54E-09	7.68E-01	CH2CH2OH(S) + PT(S) <=> CH2CHOH(S) + H(S) + PT(B)
2.77E-08	2.56E-08	2.03E-09	5.19E-01	CH2CHOH(S) + PT(S) <=> CH2COH(S) + H(S) + PT(B)
3.23E-12	3.23E-12	2.72E-16	5.00E-01	CHCH2OH(S) + PT(S) <=> CHCHOH(S) + H(S) + PT(B)
1.74E-08	1.78E-08	-4.36E-10	4.94E-01	CHCHOH(S) + PT(S) <=> CHCOH(S) + H(S) + PT(B)
4.82E-13	4.81E-13	1.26E-16	5.00E-01	CCH2OH(S) + PT(S) <=> CCHOH(S) + H(S) + PT(B)
4.44E-20	4.30E-24	4.43E-20	1.00E+00	CCHOH(S) + PT(S) <=> CCOH(S) + H(S) + PT(B)
7.11E-07	6.13E-09	7.05E-07	9.91E-01	CH3CH2O(S) + 2 PT(S) <=> CH3CHO(S) + H(S) + 2 PT(B)
8.98E-05	8.90E-05	8.41E-07	5.02E-01	CH3CHO(S) <=> CH3CO(S) + H(S)
3.48E-09	3.48E-09	2.58E-12	5.00E-01	CH2CH2O(S) + PT(S) <=> CH2CHO(S) + H(S) + PT(B)
8.99E-09	8.42E-09	5.64E-10	5.16E-01	CH2CHO(S) + PT(S) <=> CH2CO(S) + H(S) + PT(B)
1.74E-14	1.77E-14	-2.56E-16	4.96E-01	CHCH2O(S) + PT(S) <=> CHCHO(S) + H(S) + PT(B)
2.24E-08	2.26E-08	-2.24E-10	4.98E-01	CHCHO(S) + PT(S) <=> CHCO(S) + H(S) + PT(B)
1.12E-21	1.13E-21	-7.43E-24	4.98E-01	CCH2O(S) + PT(S) <=> CCHO(S) + H(S) + PT(B)
5.07E-20	3.54E-23	5.06E-20	9.99E-01	CCHO(S) <=> CCO(S) + H(S)
2.98E-13	1.44E-12	-1.14E-12	1.71E-01	CH3OH(S) + PT(S) <=> CH2OH(S) + H(S) + PT(B)
5.18E-10	5.19E-10	-1.14E-12	4.99E-01	CH2OH(S) + PT(S) <=> CHOH(S) + H(S) + PT(B)
4.56E-08	4.56E-08	-1.38E-13	5.00E-01	CHOH(S) + PT(S) <=> COH(S) + H(S) + PT(B)
1.56E-13	3.51E-13	-1.95E-13	3.08E-01	CH3O(S) + 2 PT(S) <=> CH2O(S) + H(S) + 2 PT(B)
3.25E-08	3.25E-08	-4.10E-13	5.00E-01	CH2O(S) <=> CHO(S) + H(S)
7.35E-04	7.35E-04	4.63E-10	5.00E-01	CHO(S) + PT(S) <=> CO(S) + H(S) + PT(B)
2.55E-09	3.78E-12	2.54E-09	9.99E-01	CH3CH2OH(S) + 2 PT(S) <=> CH2CH2OH(S) + H(S) + 2 PT(B)
1.78E-10	1.29E-10	4.93E-11	5.80E-01	CH3CHOH(S) + 2 PT(S) <=> CH2CHOH(S) + H(S) + 2 PT(B)
2.51E-05	2.11E-05	3.95E-06	5.43E-01	CH3COH(S) + 2 PT(S) <=> CH2COH(S) + H(S) + 2 PT(B)
3.26E-16	8.29E-17	2.43E-16	7.97E-01	CH2CH2OH(S) + PT(S) <=> CHCH2OH(S) + H(S) + PT(B)
7.01E-13	5.89E-13	1.12E-13	5.43E-01	CH2CHOH(S) + PT(S) <=> CHCHOH(S) + H(S) + PT(B)
8.65E-09	8.04E-09	6.11E-10	5.18E-01	CH2COH(S) + PT(S) <=> CHCOH(S) + H(S) + PT(B)
1.75E-13	1.75E-13	2.16E-16	5.00E-01	CHCH2OH(S) + PT(S) <=> CCH2OH(S) + H(S) + PT(B)
2.72E-07	2.71E-07	3.83E-10	5.00E-01	CHCHOH(S) + PT(S) <=> CCHOH(S) + H(S) + PT(B)
2.93E-17	2.70E-21	2.93E-17	1.00E+00	CHCOH(S) + PT(S) <=> CCOH(S) + H(S) + PT(B)
1.81E-12	1.39E-14	1.79E-12	9.92E-01	CH3CH2O(S) + 2 PT(S) <=> CH2CH2O(S) + H(S) + 2 PT(B)
4.78E-15	4.25E-15	5.32E-16	5.29E-01	CH3CHO(S) + PT(S) <=> CH2CHO(S) + H(S) + PT(B)
9.25E-06	7.78E-06	1.47E-06	5.43E-01	CH3CO(S) + 2 PT(S) <=> CH2CO(S) + H(S) + 2 PT(B)
7.23E-21	6.15E-21	1.08E-21	5.40E-01	CH2CH2O(S) + PT(S) <=> CHCH2O(S) + H(S) + PT(B)
3.13E-14	2.71E-14	4.25E-15	5.36E-01	CH2CHO(S) + PT(S) <=> CHCHO(S) + H(S) + PT(B)
7.89E-05	7.35E-05	5.42E-06	5.18E-01	CH2CO(S) + PT(S) <=> CHCO(S) + H(S) + PT(B)
2.95E-19	2.93E-19	2.43E-21	5.02E-01	CHCH2O(S) + PT(S) <=> CCH2O(S) + H(S) + PT(B)
3.85E-12	3.79E-12	6.21E-14	5.04E-01	CHCHO(S) + PT(S) <=> CCHO(S) + H(S) + PT(B)
2.07E-09	1.41E-12	2.07E-09	9.99E-01	CHCO(S) <=> CCO(S) + H(S)
7.38E-09	2.43E-08	-1.70E-08	2.33E-01	CH3CH2(S) + PT(S) <=> CH3CH(S) + H(S) + PT(B)
2.11E-05	2.11E-05	-1.78E-08	5.00E-01	CH3CH(S) + PT(S) <=> CH3C(S) + H(S) + PT(B)
8.14E-09	9.54E-09	-1.39E-09	4.61E-01	CH2CH2(S) + PT(S) <=> CH2CH(S) + H(S) + PT(B)
3.80E-08	3.84E-08	-4.24E-10	4.97E-01	CH2CH(S) + PT(S) <=> CH2C(S) + H(S) + PT(B)
1.89E-20	2.57E-21	1.63E-20	8.80E-01	CHCH(S) + PT(S) <=> CHC(S) + H(S) + PT(B)
1.33E-08	1.47E-08	-1.39E-09	4.75E-01	CH3CH2(S) + 2 PT(S) <=> CH2CH2(S) + H(S) + 2 PT(B)
1.38E-09	5.42E-10	8.39E-10	7.18E-01	CH3CH(S) + 2 PT(S) <=> CH2CH(S) + H(S) + 2 PT(B)
6.83E-10	2.71E-10	4.13E-10	7.16E-01	CH3C(S) + 2 PT(S) <=> CH2C(S) + H(S) + 2 PT(B)
4.92E-11	1.78E-10	-1.29E-10	2.17E-01	CH2CH(S) + PT(S) <=> CHCH(S) + H(S) + PT(B)
1.13E-24	5.50E-25	5.80E-25	6.73E-01	CH2C(S) + PT(S) <=> CHC(S) + H(S) + PT(B)
3.52E-24	3.75E-24	-2.35E-25	4.84E-01	CHC(S) + PT(S) <=> CC(S) + H(S) + PT(B)
1.09E-07	5.54E-06	-5.43E-06	1.93E-02	CH3(S) + PT(S) <=> CH2(S) + H(S) + PT(B)
3.14E-01	3.14E-01	-5.43E-06	5.00E-01	CH2(S) + PT(S) <=> CH(S) + H(S) + PT(B)
3.68E-08	3.93E-08	-2.46E-09	4.84E-01	CH(S) + PT(S) <=> C(S) + H(S) + PT(B)
7.48E-07	4.32E-08	7.05E-07	9.45E-01	CH3CH2OH(S) + PT(S) <=> CH3CH2O(S) + H(S) + PT(B)
7.75E-07	6.23E-07	1.53E-07	5.55E-01	CH3CHOH(S) + 2 PT(S) <=> CH3CHO(S) + H(S) + 2 PT(B)
1.06E+01	1.06E+01	6.48E-07	5.00E-01	CH3COH(S) + PT(S) <=> CH3CO(S) + H(S) + PT(B)
1.12E-12	3.34E-13	7.85E-13	7.70E-01	CH2CH2OH(S) + PT(S) <=> CH2CH2O(S) + H(S) + PT(B)
4.22E-08	4.16E-08	5.62E-10	5.03E-01	CH2CHOH(S) + PT(S) <=> CH2CHO(S) + H(S) + PT(B)
1.99E-03	1.99E-03	3.95E-06	5.00E-01	CH2COH(S) + PT(S) <=> CH2CO(S) + H(S) + PT(B)
1.53E-12	1.53E-12	-2.50E-16	5.00E-01	CHCH2OH(S) + PT(S) <=> CHCH2O(S) + H(S) + PT(B)
9.65E-09	9.79E-09	-1.44E-10	4.96E-01	CHCHOH(S) + PT(S) <=> CHCHO(S) + H(S) + PT(B)
1.55E-05	1.55E-05	-6.57E-11	5.00E-01	CHCOH(S) + PT(S) <=> CHCO(S) + H(S) + PT(B)
5.46E-15	5.43E-15	3.74E-17	5.02E-01	CCH2OH(S) + PT(S) <=> CCH2O(S) + H(S) + PT(B)
5.39E-05	5.39E-05	3.83E-10	5.00E-01	CCHOH(S) + PT(S) <=> CCHO(S) + H(S) + PT(B)
1.39E-15	1.00E-14	-8.65E-15	1.22E-01	CCOH(S) <=> CCO(S) + H(S)
1.68E-13	3.63E-13	-1.95E-13	3.17E-01	CH3OH(S) + PT(S) <=> CH3O(S) + H(S) + PT(B)
1.74E-13	1.74E-13	-3.81E-16	4.99E-01	CH2OH(S) + 2 PT(S) <=> CH2O(S) + H(S) + 2 PT(B)
2.23E-07	2.23E-07	-5.60E-13	5.00E-01	CHOH(S) + PT(S) <=> CHO(S) + H(S) + PT(B)
2.19E-04	2.19E-04	2.53E-10	5.00E-01	COH(S) + PT(S) <=> CO(S) + H(S) + PT(B)
1.62E-23	0.00E+00	1.62E-23	1.00E+00	CH3CH2OH(S) + PT(S) <=> CH3(S) + CH2OH(S) + PT(B)
4.09E-13	0.00E+00	4.09E-13	1.00E+00	CH3CHOH(S) + PT(S) <=> CH3(S) + CHOH(S) + PT(B)
1.23E-11	0.00E+00	1.23E-11	1.00E+00	CH3COH(S) + PT(S) <=> CH3(S) + COH(S) + PT(B)
4.18E-18	2.00E-23	4.18E-18	1.00E+00	CH2CH2OH(S) <=> CH2(S) + CH2OH(S)
2.41E-17	3.00E-22	2.41E-17	1.00E+00	CH2CHOH(S) <=> CH2(S) + CHOH(S)
1.88E-16	2.00E-21	1.88E-16	1.00E+00	CH2COH(S) <=> CH2(S) + COH(S)
5.28E-18	8.00E-23	5.28E-18	1.00E+00	CHCH2OH(S) <=> CH(S) + CH2OH(S)
3.35E-14	5.00E-19	3.35E-14	1.00E+00	CHCHOH(S) <=> CH(S) + CHOH(S)
2.40E-10	4.00E-15	2.40E-10	1.00E+00	CHCOH(S) <=> CH(S) + COH(S)
5.19E-17	8.00E-22	5.19E-17	1.00E+00	CCH2OH(S) <=> C(S) + CH2OH(S)
2.01E-16	3.00E-21	2.01E-16	1.00E+00	CCHOH(S) <=> C(S) + CHOH(S)
1.02E-14	1.54E-15	8.68E-15	8.69E-01	CCOH(S) <=> C(S) + COH(S)
2.63E-21	0.00E+00	2.63E-21	1.00E+00	CH3CH2O(S) + 2 PT(S) <=> CH3(S) + CH2O(S) + 2 PT(B)
3.08E-16	0.00E+00	3.08E-16	1.00E+00	CH3CHO(S) <=> CH3(S) + CHO(S)
1.58E-08	0.00E+00	1.58E-08	1.00E+00	CH3CO(S) + PT(S) <=> CH3(S) + CO(S) + PT(B)
1.62E-26	2.00E-31	1.62E-26	1.00E+00	CH2CH2O(S) + PT(S) <=> CH2(S) + CH2O(S) + PT(B)
2.59E-13	3.00E-18	2.59E-13	1.00E+00	CH2CHO(S) <=> CH2(S) + CHO(S)
1.34E-09	1.00E-14	1.34E-09	1.00E+00	CH2CO(S) <=> CH2(S) + CO(S)
5.79E-18	8.00E-23	5.79E-18	1.00E+00	CHCH2O(S) + PT(S) <=> CH(S) + CH2O(S) + PT(B)
8.03E-11	1.10E-15	8.03E-11	1.00E+00	CHCHO(S) <=> CH(S) + CHO(S)
5.42E-06	7.00E-11	5.42E-06	1.00E+00	CHCO(S) <=> CH(S) + CO(S)
3.74E-17	5.00E-22	3.74E-17	1.00E+00	CCH2O(S) + PT(S) <=> C(S) + CH2O(S) + PT(B)
3.83E-10	5.00E-15	3.83E-10	1.00E+00	CCHO(S) <=> C(S) + CHO(S)
2.12E-09	4.42E-11	2.07E-09	9.80E-01	CCO(S) + PT(S) <=> C(S) + CO(S) + PT(B)
2.45E-17	2.89E-19	2.42E-17	9.88E-01	CH3CH2(S) + PT(S) <=> CH3(S) + CH2(S) + PT(B)
2.31E-13	8.26E-16	2.31E-13	9.96E-01	CH3CH(S) + PT(S) <=> CH3(S) + CH(S) + PT(B)
5.94E-15	2.26E-17	5.91E-15	9.96E-01	CH3C(S) + PT(S) <=> CH3(S) + C(S) + PT(B)
1.25E-20	6.77E-21	5.76E-21	6.49E-01	CH2CH2(S) <=> 2 CH2(S)
1.25E-16	5.76E-17	6.72E-17	6.84E-01	CH2CH(S) <=> CH2(S) + CH(S)
2.44E-24	1.19E-24	1.25E-24	6.73E-01	CH2C(S) <=> CH2(S) + C(S)
7.85E-11	1.00E-11	6.84E-11	8.87E-01	CHCH(S) <=> 2 CH(S)
1.49E-14	1.49E-14	1.64E-20	5.00E-01	CHC(S) <=> CH(S) + C(S)
8.15E-09	8.15E-09	-1.21E-24	5.00E-01	CC(S) <=> 2 C(S)
3.79E-16	0.00E+00	3.79E-16	1.00E+00	CH3CH2OH(S) + PT(S) <=> CH3CH2(S) + OH(S) + PT(B)
2.65E-17	0.00E+00	2.65E-17	1.00E+00	CH3CHOH(S) + PT(S) <=> CH3CH(S) + OH(S) + PT(B)
1.82E-08	0.00E+00	1.82E-08	1.00E+00	CH3COH(S) + PT(S) <=> CH3C(S) + OH(S) + PT(B)
6.27E-23	0.00E+00	6.27E-23	1.00E+00	CH2CH2OH(S) + PT(S) <=> CH2CH2(S) + OH(S) + PT(B)
4.88E-17	0.00E+00	4.88E-17	1.00E+00	CH2CHOH(S) + PT(S) <=> CH2CH(S) + OH(S) + PT(B)
1.18E-11	0.00E+00	1.18E-11	1.00E+00	CH2COH(S) + PT(S) <=> CH2C(S) + OH(S) + PT(B)
5.38E-22	0.00E+00	5.38E-22	1.00E+00	CHCH2OH(S) + PT(S) <=> CH2CH(S) + OH(S) + PT(B)
1.97E-10	0.00E+00	1.97E-10	1.00E+00	CHCHOH(S) + PT(S) <=> CHCH(S) + OH(S) + PT(B)
1.17E-22	0.00E+00	1.17E-22	1.00E+00	CHCOH(S) + PT(S) <=> CHC(S) + OH(S) + PT(B)
4.95E-19	1.00E-24	4.95E-19	1.00E+00	CCH2OH(S) + PT(S) <=> CH2C(S) + OH(S) + PT(B)
8.67E-27	0.00E+00	8.67E-27	1.00E+00	CCHOH(S) + PT(S) <=> CHC(S) + OH(S) + PT(B)
1.05E-35	9.70E-39	1.05E-35	9.99E-01	CCOH(S) + PT(S) <=> CC(S) + OH(S) + PT(B)
4.77E-20	0.00E+00	4.77E-20	1.00E+00	CH3CH2O(S) + PT(S) <=> CH3CH2(S) + O(S) + PT(B)
4.55E-24	0.00E+00	4.55E-24	1.00E+00	CH3CHO(S) <=> CH3CH(S) + O(S)
8.47E-16	0.00E+00	8.47E-16	1.00E+00	CH3CO(S) + PT(S) <=> CH3C(S) + O(S) + PT(B)
4.83E-26	0.00E+00	4.83E-26	1.00E+00	CH2CH2O(S) + PT(S) <=> CH2CH2(S) + O(S) + PT(B)
4.56E-23	0.00E+00	4.56E-23	1.00E+00	CH2CHO(S) + PT(S) <=> CH2CH(S) + O(S) + PT(B)
1.18E-18	0.00E+00	1.18E-18	1.00E+00	CH2CO(S) + PT(S) <=> CH2C(S) + O(S) + PT(B)
4.66E-29	0.00E+00	4.66E-29	1.00E+00	CHCH2O(S) + PT(S) <=> CH2CH(S) + O(S) + PT(B)
1.79E-20	0.00E+00	1.79E-20	1.00E+00	CHCHO(S) + PT(S) <=> CHCH(S) + O(S) + PT(B)
1.01E-26	0.00E+00	1.01E-26	1.00E+00	CHCO(S) + PT(S) <=> CHC(S) + O(S) + PT(B)
3.76E-20	0.00E+00	3.76E-20	1.00E+00	CCH2O(S) + PT(S) <=> CH2C(S) + O(S) + PT(B)
8.30E-25	0.00E+00	8.30E-25	1.00E+00	CCHO(S) + PT(S) <=> CHC(S) + O(S) + PT(B)
7.16E-45	9.20E-49	7.16E-45	1.00E+00	CCO(S) + 2 PT(S) <=> CC(S) + O(S) + 2 PT(B)
6.71E-26	3.71E-29	6.70E-26	9.99E-01	CH3OH(S) + PT(S) <=> CH3(S) + OH(S) + PT(B)
2.98E-20	1.72E-22	2.96E-20	9.94E-01	CH2OH(S) + PT(S) <=> CH2(S) + OH(S) + PT(B)
1.20E-16	6.96E-19	1.20E-16	9.94E-01	CHOH(S) + PT(S) <=> CH(S) + OH(S) + PT(B)
1.85E-19	1.14E-21	1.84E-19	9.94E-01	COH(S) + PT(S) <=> C(S) + OH(S) + PT(B)
5.61E-26	1.44E-29	5.60E-26	1.00E+00	CH3O(S) + PT(S) <=> CH3(S) + O(S) + PT(B)
8.39E-29	4.84E-31	8.34E-29	9.94E-01	CH2O(S) <=> CH2(S) + O(S)
2.75E-19	1.58E-21	2.73E-19	9.94E-01	CHO(S) + PT(S) <=> CH(S) + O(S) + PT(B)
2.77E-24	1.71E-26	2.75E-24	9.94E-01	CO(S) + PT(S) <=> C(S) + O(S) + PT(B)
3.25E-04	3.22E-04	2.48E-06	5.02E-01	H2O(S) + PT(S) <=> OH(S) + H(S) + PT(B)
4.37E-12	4.36E-12	6.21E-15	5.00E-01	OH(S) + PT(S) <=> O(S) + H(S) + PT(B)
2.38E-16	2.39E-16	-1.49E-18	4.98E-01	2 OH(S) <=> H2O(S) + O(S)
9.16E-17	5.60E-19	9.10E-17	9.94E-01	CO(S) + O(S) + PT(B) <=> CO2(S) + PT(S)
4.08E-06	1.58E-06	2.50E-06	7.20E-01	CO(S) + OH(S) + PT(B) <=> COOH(S) + PT(S)
2.16E-20	1.32E-22	2.15E-20	9.94E-01	CHO(S) + O(S) <=> CHOO(S)
2.54E-06	3.99E-08	2.50E-06	9.85E-01	COOH(S) + PT(S) <=> CO2(S) + H(S) + PT(B)
7.08E-15	1.12E-16	6.97E-15	9.84E-01	COOH(S) + O(S) <=> CO2(S) + OH(S)
7.67E-14	1.22E-15	7.55E-14	9.84E-01	COOH(S) + OH(S) <=> CO2(S) + H2O(S)
3.99E-16	3.99E-16	2.15E-20	5.00E-01	CHOO(S) <=> CO2(S) + H(S)
8.00E-34	8.01E-34	-1.10E-36	5.00E-01	CHOO(S) + O(S) + PT(B) <=> CO2(S) + OH(S) + PT(S)
2.60E-27	2.62E-27	-1.99E-29	4.98E-01	CHOO(S) + OH(S) + PT(B) <=> CO2(S) + H2O(S) + PT(S)
